run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	library_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	bam_ftp
ERR599149	SAMEA2621092	ERX556020	PRJEB1787	408172	marine metagenome	APY_AAPIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599149/ERR599149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599149/ERR599149_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599149/APY_AAPIOSF_7_1_D0745ACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599149/APY_AAPIOSF_7_2_D0745ACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599149	TARA_B100000446	
ERR599150	SAMEA2620786	ERX556127	PRJEB1787	408172	marine metagenome	APY_AAAIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599150/ERR599150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599150/ERR599150_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599150/APY_AAAIOSF_1_1_C1GMEACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599150/APY_AAAIOSF_1_2_C1GMEACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599150	TARA_B100000401	
ERR599151	SAMEA2622759	ERX556076	PRJEB1787	408172	marine metagenome	APY_AEHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599151/ERR599151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599151/ERR599151_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599151/APY_AEHIOSF_8_1_D17A8ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599151/APY_AEHIOSF_8_2_D17A8ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599151	TARA_B100000674	
ERR599154	SAMEA2621232	ERX556131	PRJEB1787	408172	marine metagenome	APY_AASIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599154/ERR599154_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599154/ERR599154_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599154/APY_AASIOSF_8_1_D0745ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599154/APY_AASIOSF_8_2_D0745ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599154	TARA_B100000749	
ERR599162	SAMEA2623426	ERX556121	PRJEB1787	408172	marine metagenome	APY_AFTIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599162/ERR599162_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599162/ERR599162_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599162/APY_AFTIOSF_4_1_C18R8ACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599162/APY_AFTIOSF_4_2_C18R8ACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599162	TARA_B100002019	
ERR599164	SAMEA2620815	ERX555905	PRJEB1787	408172	marine metagenome	APY_AACIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599164/ERR599164_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599164/ERR599164_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599164/APY_AACIOSF_3_1_D1E00ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599164/APY_AACIOSF_3_2_D1E00ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599164	TARA_B100000408	
ERR599165	SAMEA2621066	ERX555918	PRJEB1787	408172	marine metagenome	APY_AANIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599165/ERR599165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599165/ERR599165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599165/APY_AANIOSF_3_1_D1E00ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599165/APY_AANIOSF_3_2_D1E00ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599165	TARA_B100000459	
ERR599166	SAMEA2623649	ERX555973	PRJEB1787	408172	marine metagenome	APY_AGDIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599166/ERR599166_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599166/ERR599166_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599166/APY_AGDIOSF_6_1_C1CL0ACXX.IND11_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599166/APY_AGDIOSF_6_2_C1CL0ACXX.IND11_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599166	TARA_B100001146	
ERR599168	SAMEA2622219	ERX556001	PRJEB1787	408172	marine metagenome	APY_ADDIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599168/ERR599168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599168/ERR599168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599168/APY_ADDIOSF_4_1_64TALAAXX.IND1_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599168/APY_ADDIOSF_4_2_64TALAAXX.IND1_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599168	TARA_B100000902	
ERR599170	SAMEA2623808	ERX556037	PRJEB1787	408172	marine metagenome	APY_AGMIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599170/ERR599170_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599170/ERR599170_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599170/APY_AGMIOSF_5_1_C18DBACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599170/APY_AGMIOSF_5_2_C18DBACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599170	TARA_B100001769	
ERR599174	SAMEA2621013	ERX555975	PRJEB1787	408172	marine metagenome	APY_AAKIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599174/ERR599174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR599/ERR599174/ERR599174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599174/APY_AAKIOSF_1_1_C179JACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR599/ERR599174/APY_AAKIOSF_1_2_C179JACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR599/ERR599174	TARA_B100000475	
ERR164408	SAMEA2591098	ERX140285	PRJEB1787	408172	marine metagenome	APYBOTM	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164408/ERR164408.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164408/APY_BOTM_GPO2PDH02.RLMID2.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164408	TARA_E500000081	
ERR164407	SAMEA2591108	ERX140284	PRJEB1787	408172	marine metagenome	APYCOTS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164407/ERR164407.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164407/APY_COTS_GPUCM0403.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164407	TARA_A100001015	
ERR164409	SAMEA2591084	ERX140286	PRJEB1787	408172	marine metagenome	APYAOTM	ftp.sra.ebi.ac.uk/vol1/fastq/ERR164/ERR164409/ERR164409.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR164/ERR164409/APY_AOTM_GPO2PDH04.RLMID1.sff	ftp.sra.ebi.ac.uk/vol1/err/ERR164/ERR164409	TARA_E500000075	
ERR1701760	SAMEA2620084	ERX1772048	PRJEB1787	408172	marine metagenome	APY_ADMIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1701760/ERR1701760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR170/000/ERR1701760/ERR1701760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR170/ERR1701760/APY_ADMIOSF_1_1_D1BKNACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR170/ERR1701760/APY_ADMIOSF_1_2_D1BKNACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR170/000/ERR1701760	TARA_B100000105	
ERR315859	SAMEA2591098	ERX289006	PRJEB1787	408172	marine metagenome	APYBOSE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315859/ERR315859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315859/ERR315859_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315859/APY_BOSE_4_1_62JUVAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315859/APY_BOSE_4_2_62JUVAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315859	TARA_E500000081	
ERR315861	SAMEA2591084	ERX289009	PRJEB1787	408172	marine metagenome	APYAOSE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315861/ERR315861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315861/ERR315861_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315861/APY_AOSE_1_1_62JUVAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315861/APY_AOSE_1_2_62JUVAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315861	TARA_E500000075	
ERR315860	SAMEA2591098	ERX289008	PRJEB1787	408172	marine metagenome	APYBOSE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315860/ERR315860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315860/ERR315860_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315860/APY_BOSE_3_1_62JUVAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315860/APY_BOSE_3_2_62JUVAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315860	TARA_E500000081	
ERR315862	SAMEA2591108	ERX289010	PRJEB1787	408172	marine metagenome	APY_COSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315862/ERR315862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315862/ERR315862_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315862/APY_COSF_8_1_D0AE1ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315862/APY_COSF_8_2_D0AE1ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315862	TARA_A100001015	
ERR315863	SAMEA2591108	ERX289011	PRJEB1787	408172	marine metagenome	APYCOSE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315863/ERR315863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315863/ERR315863_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315863/APY_COSE_8_1_81DHRABXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR315/ERR315863/APY_COSE_8_2_81DHRABXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR315/ERR315863	TARA_A100001015	
ERR318618	SAMEA2591122	ERX291766	PRJEB1787	408172	marine metagenome	APYDOSU	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318618/ERR318618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318618/ERR318618_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR318/ERR318618/APY_DOSU_2_1_81519ABXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR318/ERR318618/APY_DOSU_2_2_81519ABXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318618	TARA_A100001011	
ERR318620	SAMEA2591122	ERX291769	PRJEB1787	408172	marine metagenome	APYDOSU	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318620/ERR318620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318620/ERR318620_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR318/ERR318620/APY_DOSU_1_1_81519ABXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR318/ERR318620/APY_DOSU_1_2_81519ABXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318620	TARA_A100001011	
ERR318619	SAMEA2591122	ERX291768	PRJEB1787	408172	marine metagenome	APYDOSW	ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318619/ERR318619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR318/ERR318619/ERR318619_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR318/ERR318619/APY_DOSW_5_1_62FL1AAXX.M1A_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR318/ERR318619/APY_DOSW_5_2_62FL1AAXX.M1A_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR318/ERR318619	TARA_A100001011	
ERR598944	SAMEA2623907	ERX556000	PRJEB1787	408172	marine metagenome	APY_AGTIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598944/ERR598944_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598944/ERR598944_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598944/APY_AGTIOSF_3_1_D1NKNACXX.IND12_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598944/APY_AGTIOSF_3_2_D1NKNACXX.IND12_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598944	TARA_B100001179	
ERR598955	SAMEA2619376	ERX555964	PRJEB1787	408172	marine metagenome	APY_ABBIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598955/ERR598955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598955/ERR598955_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598955/APY_ABBIOSF_3_1_C120RACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598955/APY_ABBIOSF_3_2_C120RACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598955	TARA_X000000263	
ERR598946	SAMEA2622149	ERX555949	PRJEB1787	408172	marine metagenome	APY_ADBIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598946/ERR598946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598946/ERR598946_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598946/APY_ADBIOSF_4_1_D172HACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598946/APY_ADBIOSF_4_2_D172HACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598946	TARA_B100000959	
ERR598958	SAMEA2623756	ERX556108	PRJEB1787	408172	marine metagenome	APY_AGIIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598958/ERR598958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598958/ERR598958_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598958/APY_AGIIOSF_2_1_C18DBACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598958/APY_AGIIOSF_2_2_C18DBACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598958	TARA_B100001750	
ERR598959	SAMEA2619879	ERX555909	PRJEB1787	408172	marine metagenome	APY_ABMIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598959/ERR598959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598959/ERR598959_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598959/APY_ABMIOSF_4_1_D072HACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598959/APY_ABMIOSF_4_2_D072HACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598959	TARA_B100000003	
ERR598950	SAMEA2619399	ERX556067	PRJEB1787	408172	marine metagenome	APY_ABCIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598950/ERR598950_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598950/ERR598950_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598950/APY_ABCIOSF_8_1_D0745ACXX.IND4_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598950/APY_ABCIOSF_8_2_D0745ACXX.IND4_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598950	TARA_X000000368	
ERR598951	SAMEA2619766	ERX556082	PRJEB1787	408172	marine metagenome	APY_ABFIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598951/ERR598951_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598951/ERR598951_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598951/APY_ABFIOSF_8_1_D0745ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598951/APY_ABFIOSF_8_2_D0745ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598951	TARA_E500000178	
ERR598952	SAMEA2622336	ERX556128	PRJEB1787	408172	marine metagenome	APY_ADGIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598952/ERR598952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598952/ERR598952_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598952/APY_ADGIOSF_2_1_D074KACXX.IND9_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598952/APY_ADGIOSF_2_2_D074KACXX.IND9_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598952	TARA_B100000927	
ERR598960	SAMEA2620882	ERX555922	PRJEB1787	408172	marine metagenome	APY_AAFIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598960/ERR598960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598960/ERR598960_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598960/APY_AAFIOSF_3_1_C120YACXX.IND3_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598960/APY_AAFIOSF_3_2_C120YACXX.IND3_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598960	TARA_B000000460	
ERR598954	SAMEA2622518	ERX555919	PRJEB1787	408172	marine metagenome	APY_ADXIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598954/ERR598954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598954/ERR598954_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598954/APY_ADXIOSF_8_1_D1BKNACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598954/APY_ADXIOSF_8_2_D1BKNACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598954	TARA_B100000941	
ERR598961	SAMEA2622478	ERX556060	PRJEB1787	408172	marine metagenome	APY_ADTIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598961/ERR598961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598961/ERR598961_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598961/APY_ADTIOSF_6_1_D1BKNACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598961/APY_ADTIOSF_6_2_D1BKNACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598961	TARA_B100000579	
ERR598963	SAMEA2623774	ERX556003	PRJEB1787	408172	marine metagenome	APY_AGKIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598963/ERR598963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598963/ERR598963_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598963/APY_AGKIOSF_3_1_C18DBACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598963/APY_AGKIOSF_3_2_C18DBACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598963	TARA_B100001758	
ERR598964	SAMEA2623794	ERX556083	PRJEB1787	408172	marine metagenome	APY_AGLIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598964/ERR598964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598964/ERR598964_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598964/APY_AGLIOSF_4_1_C18DBACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598964/APY_AGLIOSF_4_2_C18DBACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598964	TARA_B100001765	
ERR598968	SAMEA2623673	ERX556059	PRJEB1787	408172	marine metagenome	APY_AGEIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598968/ERR598968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598968/ERR598968_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598968/APY_AGEIOSF_7_1_C1CL0ACXX.IND6_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598968/APY_AGEIOSF_7_2_C1CL0ACXX.IND6_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598968	TARA_B100001540	
ERR598967	SAMEA2621859	ERX556130	PRJEB1787	408172	marine metagenome	APY_AFDIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598967/ERR598967_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598967/ERR598967_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598967/APY_AFDIOSF_8_1_D1BN1ACXX.IND2_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598967/APY_AFDIOSF_8_2_D1BN1ACXX.IND2_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598967	TARA_B100000989	
ERR598971	SAMEA2622362	ERX556043	PRJEB1787	408172	marine metagenome	APY_ADHIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598971/ERR598971_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598971/ERR598971_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598971/APY_ADHIOSF_8_1_D1BP5ACXX.IND10_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598971/APY_ADHIOSF_8_2_D1BP5ACXX.IND10_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598971	TARA_B100000929	
ERR598974	SAMEA2619952	ERX556135	PRJEB1787	408172	marine metagenome	APY_ABQIOSF_r2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598974/ERR598974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598974/ERR598974_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598974/APY_ABQIOSF_5_1_D072HACXX.IND8_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598974/APY_ABQIOSF_5_2_D072HACXX.IND8_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598974	TARA_B100000035	
ERR598972	SAMEA2620828	ERX555948	PRJEB1787	408172	marine metagenome	APY_AABIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598972/ERR598972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598972/ERR598972_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598972/APY_AABIOSF_4_1_63A2BAAXX_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598972/APY_AABIOSF_4_2_63A2BAAXX_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598972	TARA_B100000405	
ERR598980	SAMEA2623098	ERX556114	PRJEB1787	408172	marine metagenome	APY_AFLIOSF_r1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598980/ERR598980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR598/ERR598980/ERR598980_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598980/APY_AFLIOSF_7_1_C11W9ACXX.IND7_clean.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR598/ERR598980/APY_AFLIOSF_7_2_C11W9ACXX.IND7_clean.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR598/ERR598980	TARA_B100001245	
